Kundennummer;Filialnummer;Filialname;Strasse;PLZ                      ;ORT
22942;20;Globus Handelshof St.Wendel   ;Willy-Brand-Allee 1           ;91301;FORCHHEIM

22943;21;Globus Handelshof St.Wendel   ;Weimarische - Str. 3          ;7751;JENA-ISSERSTEDT

22944;8;Globus Handelshof St.Wendel   ;Haagstr. 60                   ;66679;LOSHEIM AM SEE

23013;53123;Schmitz-Richarz Paper Store   ;Rochusstr. 220                ;53123;BONN

23014;55469;Craemer & Christ GbR Padeko   ;Koblenzer Str. 103            ;55469;SIMMERN

23015;63695;Christl Knöpp Paperbox        ;Bahnhofstr. 86                ;63695;STOCKHEIM

23016;52152;Elisabeth Schäfer Papier Trend;Robert-Koch-Str. 3            ;52152;SIMMERATH

23021;36341;Papierwelten   Lauterbach     ;Umgehungsstr. 33              ;36341;LAUTERBACH

23021;53879;Papierwelten   Euskirchen     ;Spiegelstraße 15              ;53879;EUSKIRCHEN

23021;53925;Papierwelten   Kall           ;Siemensring                   ;53925;KALL

23021;56355;Papierwelten   Nastätten      ;Industriestr. 2               ;56355;NASTÄTTEN

23021;63584;Papierwelten  Gründau         ;Rudolf-Weilher-Str. 4         ;63584;GRÜNDAU-LIEBLOS

23021;63619;Papierwelten GmbH & Co.KG     ;Vilbacherstr. 47              ;63619;BAD ORB

23021;63623;Papierwelten Neu-Isenburg     ;Hermesstraße 4                ;63263;NEU-ISENBURG

23021;63811;Papierwelten GmbH & Co.KG     ;Taunusstr. 5                  ;63811;STOCKSTADT AM MAIN

23022;35614;Papierwelten GmbH & Co.KG     ;Walbergraben 18               ;35614;AßLAR

23034;27232;Kaufhaus Ranck                ;Lange Str. 1-3                ;27232;SULINGEN

23043;1;hagebaumarkt Hack GmbH        ;Kilianstädter Str. 13-23      ;61130;NIDDERAU

23043;2;Hagebaumarkt Arenz & Hilger   ;Hüttenweg 13                  ;58809;NEUENRADE

23043;3;Kaufhaus Sämann GmbH & Co.KG  ;Bahnhofstr. 17-23             ;75417;MÜHLACKER

23076;1;D.U.S. Raufeisen              ;Hohenaspen 2                  ;69231;RAUENBERG

23076;2;Familie Burk                  ;Thomas Mann Straße 9          ;40470;DÜSSELDORF

23076;3;Achim Brunne                  ;Im Espenweg 27                ;24536;NEUMÜNSTER

23076;4;Rolf Nowak                    ;Resedapfad 4                  ;45309;ESSEN

23090;1;W. O. P.                      ;Grabenstraße 78               ;52249;ESCHWEILER

23102;87437;Kaufmarkt KEMPTEN             ;Ursulasrieder-Str.6           ;87437;KEMPTEN

23102;87448;Kaufmarkt WALTENHOFEN         ;Ahornweg 1                    ;87448;WALTENHOFEN

23102;87527;Kaufmarkt SONTHOFEN           ;Rudolf-Diesel-Str. 1          ;87527;SONTHOFEN

23102;87534;Kaufmarkt OBERSTAUFEN         ;Kalzhofer-Str. 24             ;87534;OBERSTAUFEN

23102;87616;Kaufmarkt Martdorf            ;Bahnhofstrasse 24             ;87616;MARKTOBERSDORF

23102;87718;Kaufmarkt Mindelheim          ;Heimenegger Weg 3             ;87718;MINDELHEIM

23102;88131;Kaufmarkt KM-Bode             ;Kemptener-Str. 1              ;88131;LINDAU

23102;88161;Kaufmarkt Lindenberg KM-LI    ;Poststr. 3                    ;88161;LINDENBERG

23102;88299;Kaufmarkt LEUTKIRCH           ;Steinbeisstr. 2               ;88299;LEUTKIRCH

23102;88316;Kaufmarkt ISNY                ;AM Bühlberg 4                 ;88316;ISNY

23102;88339;Kaufmarkt BAD WALDSEE K-BAWA  ;Im Ballenmoos 2               ;88339;BAD WALDSEE

23120;581;PRAKTIKER - L                 ;HORBELLER STRASSE 10 - 14     ;50858;KÖLN-MARSDORF

23120;605;PRAKTIKER                     ;HERMSDORFER STR. 4            ;99099;ERFURT

23120;606;PRAKTIKER                     ;RUGENBARG 252                 ;22549;HAMBURG

23120;607;PRAKTIKER                     ;KOPERNIKUSSTRASSE 6           ;85221;DACHAU

23120;608;PRAKTIKER                     ;REICHENAUSTRAßE 208           ;78467;KONSTANZ

23120;609;PRAKTIKER                     ;NEUER MARKT 1                 ;78052;VILLINGEN-SCHWENNIN.

23120;613;PRAKTIKER                     ;BLAUBEURER STRASSE 50         ;89077;ULM

23120;614;PRAKTIKER                     ;KAPWEG 1-2                    ;13405;BERLIN-WEDDING

23120;615;PRAKTIKER                     ;FRIEDRICHSTÄDTERSTR.47-57     ;24768;RENDSBURG

23120;616;PRAKTIKER                     ;IM SPEYER                     ;54290;TRIER

23120;730;PRAKTIKER                     ;WALDSEERSTRASSE 16            ;88250;WEINGARTEN

23120;731;PRAKTIKER                     ;AM LANGENDORFERBERG 2         ;18442;LANGENDORF/STRALSUND

23120;732;PRAKTIKER                     ;AM HOPFENFELD 2               ;2828;GÖRLITZ

23120;733;PRAKTIKER                     ;NORDPASSAGE 1                 ;15890;EISENHÜTTENSTADT

23120;734;PRAKTIKER                     ;MUNZINGER STRASSE 6           ;79111;FREIBURG

23120;736;PRAKTIKER                     ;BRÜNNER STR. 8                ;4209;LEIPZIG-GRÜNAU

23120;737;PRAKTIKER                     ;AN DER B 97                   ;3058;COTTBUS-GALLINCHEN

23120;738;PRAKTIKER                     ;TENINGER STR. 3               ;1619;ZEITHAIN (RIESA)

23120;739;PRAKTIKER                     ;MIRABELLENSTR. 2              ;17033;NEUBRANDENBURG

23120;740;PRAKTIKER                     ;JOSEF-BAUMANN-STR. 20         ;44805;BOCHUM

23120;741;PRAKTIKER                     ;AN DER B 247                  ;99869;SCHWABHAUSEN/GOTHA

23120;742;PRAKTIKER                     ;ALBERSLOHER WEG 198           ;48155;MÜNSTER

23120;743;PRAKTIKER                     ;SALBKER CHAUSSEE 67-71        ;39118;MAGDEBURG

23120;744;PRAKTIKER                     ;SAALESTRASSE                  ;39126;MAGDEBURG

23120;745;PRAKTIKER                     ;ALTE JÖSSNITZER STR. 30       ;8525;PLAUEN-KAUSCHWITZ

23120;746;PRAKTIKER                     ;ÄUßERE REICHENBACHERSTR67     ;8529;PLAUEN

23120;747;PRAKTIKER                     ;NIEDEREIMERFELD 8             ;59823;ARNSBERG

23120;748;PRAKTIKER                     ;ZÖLLNITZER STR. 4             ;7751;ZÖLLNITZ (JENA)

23120;750;PRAKTIKER                     ;UBIERSTRASSE 8                ;26723;EMDEN

23120;751;PRAKTIKER                     ;HUNNENSTRASSE 12              ;86343;KÖNIGSBRUNN

23120;752;PRAKTIKER                     ;HÖRGENSWEG 6                  ;22523;HAMBURG-EIDELSTEDT

23120;753;PRAKTIKER                     ;AM MÜGGELPARK 10              ;15537;GOSEN

23120;754;PRAKTIKER                     ;HANSESTRASSE 45-56            ;18182;BENTWISCH B. ROSTOCK

23120;755;PRAKTIKER                     ;AM KÖNIGSWASSER 9             ;98528;SUHL

23120;756;PRAKTIKER                     ;WESTSTRASSE 6-7               ;6847;DESSAU

23120;757;PRAKTIKER                     ;INDUSTRIESTRASSE 9            ;7546;GERA

23120;758;PRAKTIKER                     ;SCHLESWIGER STRASSE 128       ;24941;FLENSBURG

23120;760;PRAKTIKER                     ;GRABENSTRASSE 3               ;19061;SCHWERIN-KREBSFÖRDEN

23120;761;PRAKTIKER                     ;PRINTZSTR. 2                  ;76139;KARLSRUHE-HAGSFELD

23120;762;PRAKTIKER                     ;LAUCHSTÄDTER STRASSE 6        ;6179;HALLE-ANGERSDORF

23120;763;PRAKTIKER                     ;INDUSTRIESTRASSE 6            ;63477;MAINTAL-DÖRNIGHEIM

23120;764;PRAKTIKER                     ;RUHRTALSTRASSE 46 A           ;45239;ESSEN

23120;765;PRAKTIKER                     ;MINDENER LANDSTRASSE 46       ;31582;NIENBURG

23120;766;PRAKTIKER                     ;NÜTTERMOORER STR.             ;26789;LEER

23120;767;PRAKTIKER                     ;LÖSSNITZERSTRASSE             ;8280;AUE

23120;768;PRAKTIKER                     ;AUF DEM RALANDE 20            ;21465;HAMBURG-WENTORF

23120;769;PRAKTIKER                     ;GENINER STR. 133              ;23560;LÜBECK

23120;770;PRAKTIKER                     ;DINGDENER STRASSE 22          ;46395;BOCHOLT

23120;771;PRAKTIKER                     ;LEIDENACKER 2                 ;95326;KULMBACH

23120;772;PRAKTIKER                     ;RATIBOR STRAßE 1              ;94315;STRAUBING

23120;773;PRAKTIKER                     ;SCHLÖSSER STR. 2-4            ;38229;SALZGITTER-LEBENSTE.

23120;775;PRAKTIKER                     ;RESIDENZSTR. 2-6              ;91522;ANSBACH

23120;776;PRAKTIKER                     ;KREMMENER-STRASSE             ;16515;ORANIENBURG

23120;777;PRAKTIKER                     ;KARLSRUHER STR. 75-81         ;75179;PFORZHEIM

23120;778;PRAKTIKER                     ;HERMANN-BÖGE-STR.             ;9120;CHEMNITZ

23120;779;PRAKTIKER                     ;HEINRICH-SCHÜTZ-STRASSE       ;9130;CHEMNITZ

23120;780;PRAKTIKER                     ;WITTGENSDORFER HÖHE 3         ;9228;WITTGENSDORF

23120;781;PRAKTIKER                     ;BERLINER CHAUSSEE 72          ;6886;WITTENBERG/LUTHERST.

23120;783;PRAKTIKER                     ;NUHNENSTR. 23                 ;15230;FRANKFURT/ODER

23120;784;PRAKTIKER                     ;ODERSTRASSE                   ;14513;TELTOW

23120;785;PRAKTIKER                     ;GEISSEESTR.65                 ;90439;NÜRNBERG

23120;786;PRAKTIKER                     ;MINDENER STRASSE 22           ;32547;BAD OEYNHAUSEN

23120;787;PRAKTIKER                     ;AUGSBURGER STRASSE 170        ;86368;GERSTHOFEN

23120;788;PRAKTIKER                     ;OHMSTRASSE 10                 ;91074;HERZOGENAURACH

23120;789;PRAKTIKER                     ;ROLSHOVERSTRASSE 390          ;51105;KÖLN-POLL

23120;790;PRAKTIKER                     ;HAART 190                     ;24539;NEUMÜNSTER

23120;791;PRAKTIKER                     ;STRICKERSTRASSE 13            ;45329;ESSEN

23120;792;PRAKTIKER                     ;VOR DEM DORFE 5               ;99189;ELXLEBEN AN DER GERA

23120;793;PRAKTIKER                     ;DETMOLDER STR. 351            ;33605;BIELEFELD

23120;794;PRAKTIKER                     ;KREUZBERGSTR. 38              ;36043;FULDA

23120;795;PRAKTIKER                     ;BAHNHOFSTRAßE 65              ;46145;OBERHAUSEN-STERKRADE

23120;796;PRAKTIKER                     ;TIERGARTENSTRAßE 7            ;64646;HEPPENHEIM

23120;797;PRAKTIKER                     ;OTTO-RÖHM-STRASSE 51          ;64293;DARMSTADT

23120;798;PRAKTIKER                     ;TORGAUER STRASSE 271          ;4347;LEIPZIG

23120;800;PRAKTIKER                     ;DUISBURGERSTR. 131            ;46049;OBERHAUSEN

23120;801;PRAKTIKER                     ;AUCHTERTSTRASSE 9             ;72770;REUTLINGEN-BETZINGEN

23120;802;PRAKTIKER                     ;AN DER B 109                  ;17491;GREIFSWALD

23120;804;PRAKTIKER                     ;BERLINER STR. 94              ;72458;ALBSTADT

23120;808;PRAKTIKER                     ;ROSENHEIMER STRASSE 68        ;83059;KOLBERMOOR/ROSENHEIM

23120;809;PRAKTIKER                     ;WIESSTRASSE 17                ;87435;KEMPTEN

23120;811;PRAKTIKER                     ;REDENER STRASSE               ;66540;NEUNKIRCHEN

23120;812;PRAKTIKER                     ;BRESLAUER STR. 63             ;56566;NEUWIED

23120;814;PRAKTIKER                     ;RUDOLF-DIESEL-STR. 6          ;90513;ZIRNDORF

23120;816;PRAKTIKER                     ;AN DER FOHLENWEIDE 21         ;67112;MUTTERSTADT

23120;818;PRAKTIKER                     ;AN DER B 172                  ;1809;HEIDENAU (DRESDEN)

23120;820;PRAKTIKER                     ;HAUPTSTR. 129                 ;33378;RHEDA-WIEDENBRÜCK

23120;821;PRAKTIKER                     ;REGENSBURGER STR.68           ;92421;SCHWANDORF

23120;822;PRAKTIKER                     ;VON-LIEBIG-STR.4              ;89231;NEU-ULM

23120;823;PRAKTIKER                     ;BIRKENWEG 7                   ;87700;MEMMINGEN

23120;824;PRAKTIKER                     ;ADOLF-KOLPING-STRAßE 7        ;85356;FREISING

23120;825;PRAKTIKER                     ;CARL-METZ-STR.5               ;76185;KARLSRUHE

23120;826;PRAKTIKER                     ;HASTENBECKER WEG 51 - 53      ;31785;HAMELN

23120;828;PRAKTIKER                     ;LÖBAUER STRASSE 121           ;2625;BAUTZEN

23120;830;PRAKTIKER                     ;LUDWIGSTALER STR. 135         ;78532;TUTTLINGEN

23120;831;PRAKTIKER                     ;KARL-MARX-STR                 ;3172;GUBEN

23120;832;PRAKTIKER                     ;SCHULTENHOFSTR. 46            ;45475;MÜLHEIM

23120;833;PRAKTIKER                     ;LÜBBECKER STR. 20             ;32429;MINDEN

23120;834;PRAKTIKER                     ;GÜTERSTR.                     ;26389;WILHELMSHAVEN

23120;835;PRAKTIKER                     ;NIENBURGER STRAßE 1           ;27755;DELMENHORST

23120;836;PRAKTIKER                     ;UNTERE STR. 2                 ;23968;GÄGELOW

23120;837;PRAKTIKER                     ;MAX-PLANCK-STRASSE 3          ;37603;HOLZMINDEN

23120;838;PRAKTIKER                     ;LÜRRIPERSTRASSE 208           ;41065;MÖNCHENGLADBACH

23120;839;PRAKTIKER                     ;GUSTAV-STRESEMANN-STR.        ;66806;ENSDORF

23120;843;PRAKTIKER                     ;WARBURGERSTR. 132             ;33100;PADERBORN

23120;845;PRAKTIKER                     ;ASBECKSTR. 38                 ;45883;GELSENKIRCHEN

23120;848;PRAKTIKER                     ;GOTTLIEB-DAIMLER-STR. 7       ;35398;GIESSEN

23120;851;PRAKTIKER                     ;ADENAUERSTR. 9 - 11           ;52146;WÜRSELEN

23120;853;PRAKTIKER                     ;HANS-BÖCKLER-STR. 26          ;95032;HOF

23120;855;PRAKTIKER                     ;AM OPELKREISEL 16             ;67663;KAISERSLAUTERN

23120;857;PRAKTIKER                     ;AN DER B 167                  ;16244;FINOWFURT

23120;858;PRAKTIKER                     ;REGENSBURGER STR. 320-330     ;90480;NÜRNBERG

23120;859;PRAKTIKER                     ;REICHENBACHER STR. 190        ;8056;ZWICKAU

23120;861;PRAKTIKER                     ;DOTZHEIMER STR. 182B          ;65197;WIESBADEN

23120;863;PRAKTIKER                     ;STUTTGARTER STR. 10           ;76646;BRUCHSAL

23120;865;PRAKTIKER                     ;HANS-HAYDER-STR. 2            ;93059;REGENSBURG

23120;868;PRAKTIKER                     ;GOMPITZER HÖHE 5              ;1462;GOMPITZ (DRESDEN)

23120;869;PRAKTIKER                     ;LYONEL-FEININGER STRAßE 3     ;80807;MÜNCHEN

23120;870;PRAKTIKER                     ;BRIELOWER LANDSTRASSE 17      ;14772;BRANDENBURG

23120;872;PRAKTIKER                     ;DRESDNER STR. 121             ;1640;COSWIG (DRESDEN)

23120;873;PRAKTIKER                     ;INDUSTRIESTRASSE 15           ;97076;WÜRZBURG-LENGFELD

23120;876;PRAKTIKER                     ;LEIPZIGER STRASSE 124-126     ;34123;KASSEL

23120;879;PRAKTIKER                     ;OSTSEEPARK                    ;18069;SIEVERSHAGEN/ROSTOCK

23120;880;PRAKTIKER                     ;HEINRICH-HERTZ-STRASSE 6      ;77656;OFFENBURG

23120;881;PRAKTIKER                     ;KRONACHER STR. 1              ;7333;UNTERWELLENBORN

23120;884;PRAKTIKER                     ;AM MONDSCHEIN 26              ;59557;LIPPSTADT

23120;890;PRAKTIKER                     ;AM MARKTWEGE 2                ;6667;LEIßLING

23120;891;PRAKTIKER                     ;RABAHNE 4 / STERNSTRASSE      ;38820;HALBERSTADT
